pestisit_adi,kullanildigi_urun,mrl_limiti
Methomyl,Pear,0.3
Methomyl,"Soya bean oil, refined",0.2
Methomyl,Meat (from mammals other than marine mammals),0.02
Methomyl,"Cotton seed, meal",0.05
Acephate,"Artichoke, globe",0.3
Acephate,Eggs,0.01
Acephate,Cranberry,0.5
Acephate,Spices,0.2
Acephate,Milks,0.02
Acephate,"Peppers chili, dried",50.0
Acephate,Beans with pods (Phaseolus spp.) (immature pods and succulent seeds),5.0
Acephate,"Rice, hay and/or straw",0.3
Acephate,Poultry meat,0.01
Acephate,Poultry fats,0.1
Acephate,"Poultry, edible offal of",0.01
Acephate,Soya bean (dry),0.3
Acephate,Meat (from mammals other than marine mammals),0.05
Acephate,Edible offal (mammalian),0.05
Acephate,"Rice, husked",1.0
Methamidophos,"Artichoke, globe",0.2
Methamidophos,Edible offal (mammalian),0.01
Methamidophos,Eggs,0.01
Methamidophos,Potato,0.05
Methamidophos,Meat (from mammals other than marine mammals),0.01
Methamidophos,Cotton seed,0.2
Methamidophos,Beans with pods (Phaseolus spp.) (immature pods and succulent seeds),1.0
Methamidophos,"Rice, husked",0.6
Methamidophos,Milks,0.02
Methamidophos,Soya bean (dry),0.1
Methamidophos,Sugar beet,0.02
Methamidophos,"Poultry, edible offal of",0.01
Methamidophos,Fodder beet,0.02
Methamidophos,Spices,0.1
Methamidophos,Poultry meat,0.01
Methamidophos,"Rice, hay and/or straw",0.1
Pirimicarb,Stone fruits (group),3.0
Pirimicarb,"Artichoke, globe",5.0
Pirimicarb,Eggs,0.01
Pirimicarb,"Pea, hay and/or straw",60.0
Pirimicarb,Pulses (group),0.2
Pirimicarb,Cereal grains (group),0.05
Pirimicarb,Pome fruits (group),1.0
Pirimicarb,"Peppers chili, dried",20.0
Pirimicarb,Root and tuber vegetables (group),0.05
Pirimicarb,Sweet corn (kernels),0.05
Pirimicarb,"Lettuce, head",5.0
Pirimicarb,Sunflower seed,0.1
Pirimicarb,Legume vegetables (group),0.7
Pirimicarb,Meat (from mammals other than marine mammals),0.01
Pirimicarb,Melons (except watermelon),0.2
Pirimicarb,Asparagus,0.01
Pirimicarb,Edible offal (mammalian),0.01
Pirimicarb,"Onion, bulb",0.1
Pirimicarb,Garlic,0.1
Pirimicarb,Berries and other small fruits,1.0
Pirimicarb,Poultry meat,0.01
Pirimicarb,"Fruiting vegetables, other than cucurbits (group)",0.5
Pirimicarb,Milks,0.01
Pirimicarb,Rape seed,0.05
Pirimicarb,"Spices, seeds",5.0
Pirimicarb,Brassica vegetables (except Brassica leafy vegetables) (group),0.5
Pirimicarb,Straw and hay of cereal grains (excluding pseudocereals) (subgroup),0.3
Pirimicarb,"Kale (including among others: Collards,curly,Scotch,thousand-headed; not including Marrow-stem kale)",0.3
Pirimicarb,"Fruiting vegetables, cucurbits (group)",1.0
Pirimicarb,Citrus fruits (group),3.0
Pirimicarb,"Lettuce, leaf",5.0
Pirimicarb,"Poultry, edible offal of",0.01
Maleic Hydrazide,"Onion, bulb",15.0
Maleic Hydrazide,Potato,50.0
Maleic Hydrazide,Garlic,15.0
Maleic Hydrazide,Shallot,15.0
Phosmet,Blueberries,10.0
Phosmet,Potato,0.05
Phosmet,Cranberry,3.0
Phosmet,Peach,10.0
Phosmet,Nectarine,10.0
Phosmet,Cattle meat,1.0
Phosmet,Grapes,10.0
Phosmet,Citrus fruits (group),3.0
Phosmet,Milks,0.02
Phosmet,Apricot,10.0
Phosmet,Pome fruits (group),3.0
Phosmet,Cotton seed,0.05
Dithiocarbamates,Cos lettuce,10.0
Dithiocarbamates,"Rice, polished",1.5
Dithiocarbamates,"Onion, bulb",0.5
Dithiocarbamates,"Oranges, sweet, sour (including Orange-like hybrids) (subgroup)",2.0
Dithiocarbamates,Garlic,0.5
Dithiocarbamates,Spring onion,10.0
Dithiocarbamates,Eggs,0.05
Dithiocarbamates,Stone fruits (group),7.0
Dithiocarbamates,Cardamom,0.1
Dithiocarbamates,Pecan,0.1
Dithiocarbamates,Milks,0.05
Dithiocarbamates,Winter squash,0.1
Dithiocarbamates,Cherries (subgroup),0.2
Dithiocarbamates,"Kale (including among others: Collards,curly,Scotch,thousand-headed; not including Marrow-stem kale)",15.0
Dithiocarbamates,Cotton seed,0.4
Dithiocarbamates,"Squash, summer",1.0
Dithiocarbamates,Maize fodder (dry),2.0
Dithiocarbamates,Almond hulls,20.0
Dithiocarbamates,Mango,2.0
Dithiocarbamates,Cucumber,2.0
Dithiocarbamates,"Coriander, seed",0.1
Dithiocarbamates,"Currants, black, red, white",10.0
Dithiocarbamates,Sugar beet,0.5
Dithiocarbamates,Rice,3.0
Dithiocarbamates,"Cabbages, head",5.0
Dithiocarbamates,Asparagus,0.1
Dithiocarbamates,Tomato,2.0
Dithiocarbamates,Soya bean (dry),0.3
Dithiocarbamates,Wheat,1.0
Dithiocarbamates,Melons (except watermelon),0.5
Dithiocarbamates,Cranberry,5.0
Dithiocarbamates,Leek,0.5
Dithiocarbamates,Ginseng,0.3
Dithiocarbamates,Potato,0.2
Dithiocarbamates,Peanut fodder,5.0
Dithiocarbamates,"Poultry, edible offal of",0.1
Dithiocarbamates,"Peppers, sweet (including pimento or pimiento)",1.0
Dithiocarbamates,Strawberry,5.0
Dithiocarbamates,"Rice, husked",1.5
Dithiocarbamates,Banana,2.0
Dithiocarbamates,Sweet corn (corn-on-the-cob),0.1
Dithiocarbamates,"Lettuce, head",0.5
Dithiocarbamates,Maize,0.15
Dithiocarbamates,Watermelon,1.0
Dithiocarbamates,Barley,1.0
Dithiocarbamates,Cumin seed,10.0
Dithiocarbamates,Carrot,1.0
Dithiocarbamates,Almonds,0.1
Dithiocarbamates,"Peppers chili, dried",20.0
Dithiocarbamates,"Ginseng, dried including red ginseng",1.5
Dithiocarbamates,Longan,15.0
Dithiocarbamates,"Pepper, black, white",0.1
Dithiocarbamates,"Wheat, hay and/or straw",25.0
Dithiocarbamates,Meat (from mammals other than marine mammals),0.05
Dithiocarbamates,Peanut,0.1
Dithiocarbamates,"Hops, dry",30.0
Dithiocarbamates,Edible offal (mammalian),0.1
Dithiocarbamates,Papaya,5.0
Dithiocarbamates,"Barley, hay and/or straw",25.0
Dithiocarbamates,Mandarins (including mandarin-like hybrids) (subgroup),10.0
Dithiocarbamates,Poultry meat,0.1
Dithiocarbamates,"Fennel, seed",0.1
Dithiocarbamates,Pome fruits (group),5.0
Dithiocarbamates,Pumpkins,0.2
Dithiocarbamates,Grapes,5.0
Ethephon,Cotton seed,6.0
Ethephon,Fig,3.0
Ethephon,Meat (from mammals other than marine mammals),0.01
Ethephon,Pineapple,1.5
Ethephon,Edible offal (mammalian),0.4
Ethephon,"Wheat bran, unprocessed",1.5
Ethephon,Rye,0.5
Ethephon,Eggs,0.01
Ethephon,Barley,1.5
Ethephon,Table olives,7.0
Ethephon,Cherries (subgroup),5.0
Ethephon,Milks,0.01
Ethephon,"Barley, hay and/or straw",7.0
Ethephon,Poultry fats,0.04
Ethephon,"Rye straw and fodder, dry",7.0
Ethephon,Wheat,0.5
Ethephon,Mammalian fats (except milk fats),0.01
Ethephon,"Wheat, hay and/or straw",7.0
Ethephon,Apple,0.8
Ethephon,Triticale,0.5
Ethephon,"Triticale, hay and/or straw",7.0
Ethephon,Wheat germ,1.0
Ethephon,Tomato,2.0
Ethephon,Poultry meat,0.02
Ethephon,Grapes,0.8
Ethephon,"Poultry, edible offal of",0.08
Fenbutatin Oxide,"Raisins (seedless white grape var., partially dried)",20.0
Fenbutatin Oxide,"Citrus pulp, dried",25.0
Fenbutatin Oxide,Eggs,0.05
Fenbutatin Oxide,Prunes,10.0
Fenbutatin Oxide,Walnuts,0.5
Fenbutatin Oxide,"Grape pomace, dried",100.0
Fenbutatin Oxide,Cucumber,0.5
Fenbutatin Oxide,Peach,7.0
Fenbutatin Oxide,Plums (including fresh prunes) (subgroup),3.0
Fenbutatin Oxide,Pecan,0.5
Fenbutatin Oxide,Citrus fruits (group),5.0
Fenbutatin Oxide,Banana,10.0
Fenbutatin Oxide,Strawberry,10.0
Fenbutatin Oxide,Grapes,5.0
Fenbutatin Oxide,Tomato,1.0
Fenbutatin Oxide,"Chicken, edible offal of",0.05
Fenbutatin Oxide,Meat (from mammals other than marine mammals),0.05
Fenbutatin Oxide,Pome fruits (group),5.0
Fenbutatin Oxide,Edible offal (mammalian),0.2
Fenbutatin Oxide,Cherries (subgroup),10.0
Fenbutatin Oxide,Chicken meat,0.05
Fenbutatin Oxide,Milks,0.05
Fenbutatin Oxide,Almonds,0.5
Imazalil,"Barley, hay and/or straw",0.01
Imazalil,Potato,9.0
Imazalil,Citrus fruits (group),15.0
Imazalil,Meat (from mammals other than marine mammals),0.02
Imazalil,Poultry meat,0.02
Imazalil,Tomato,0.3
Imazalil,"Triticale, hay and/or straw",0.01
Imazalil,Triticale,0.01
Imazalil,Banana,3.0
Imazalil,"Poultry, edible offal of",0.02
Imazalil,"Citrus oil, edible",500.0
Imazalil,Poultry fats,0.02
Imazalil,Mammalian fats (except milk fats),0.02
Imazalil,Barley,0.01
Imazalil,"Citrus pulp, dried",70.0
Imazalil,Wheat,0.01
Imazalil,Eggs,0.01
Imazalil,Milks,0.02
Imazalil,Edible offal (mammalian),0.3
Iprodione,Potato,0.05
Iprodione,Beans with pods (Phaseolus spp.) (immature pods and succulent seeds),1.5
Iprodione,Cane berries (subgroup),50.0
Iprodione,Almonds,0.3
Iprodione,"Onion, bulb",0.15
Iprodione,"Potato, flakes/granules",0.05
Iprodione,Peaches (including apricots and nectarine) (subgroup),0.05
Iprodione,Almond hulls,50.0
Iprodione,Cherries (subgroup),0.3
Iprodione,"Bean, hay and/or straw",20.0
Phorate,"Maize oil, crude",0.1
Phorate,Potato,0.3
Phorate,Sorghum grain,0.05
Phorate,"Spices, roots and rhizomes",0.1
Phorate,Bean (dry),0.05
Phorate,"Coriander, seed",0.1
Phorate,Edible offal (mammalian),0.02
Phorate,"Spices, seeds",0.5
Phorate,Coffee beans,0.05
Phorate,Sugar beet,0.05
Phorate,"Maize oil, edible",0.02
Phorate,Milks,0.01
Phorate,"Fennel, seed",0.1
Phorate,Eggs,0.05
Phorate,Cotton seed,0.05
Phorate,Soya bean (dry),0.05
Phorate,Poultry meat,0.05
Phorate,Maize,0.05
Phorate,Maize flour,0.05
Phorate,"Spices, fruits and berries",0.1
Phorate,Meat (from mammals other than marine mammals),0.02
Phorate,Common bean (pods and/or immature seeds),0.05
Propargite,Lipin (dry),0.3
Propargite,"Cotton seed oil, edible",0.2
Propargite,Apple,3.0
Propargite,"Grape, dried (= Currants, Raisins and Sultanas)",12.0
Propargite,Almond hulls,50.0
Propargite,"Grape pomace, dried",40.0
Propargite,Tomato,2.0
Propargite,Maize flour,0.2
Propargite,Grape juice,1.0
Propargite,"Peanut oil, crude",0.3
Propargite,"Hops, dry",100.0
Propargite,Milks,0.1
Propargite,Orange juice,0.3
Propargite,Maize,0.1
Propargite,Almonds,0.1
Propargite,Bean (dry),0.3
Propargite,"Citrus pulp, dried",10.0
Propargite,Grapes,7.0
Propargite,Broad bean (dry),0.3
Propargite,"Peanut oil, edible",0.3
Propargite,Chick-pea (dry),0.3
Propargite,Walnuts,0.3
Propargite,"Poultry, edible offal of",0.1
Propargite,"Maize oil, crude",0.7
Propargite,Potato,0.03
Propargite,Meat (from mammals other than marine mammals),0.1
Propargite,Eggs,0.1
Propargite,"Maize oil, edible",0.5
Propargite,Peanut,0.1
Propargite,Apple juice,0.2
Propargite,Cotton seed,0.1
Propargite,Edible offal (mammalian),0.1
Propargite,Citrus fruits (group),3.0
Propargite,Stone fruits (group),4.0
Propargite,"Tea, green, black (black, fermented and dried)",5.0
Propargite,Poultry meat,0.1
Triforine,Mammalian fats (except milk fats),0.01
Triforine,Blueberries,0.03
Triforine,Eggplant,1.0
Triforine,Milks,0.01
Triforine,Meat (from mammals other than marine mammals),0.01
Triforine,Edible offal (mammalian),0.01
Triforine,Tomato,0.7
Aldicarb,"Peanut oil, edible",0.01
Aldicarb,Maize,0.05
Aldicarb,Sugar cane,0.1
Aldicarb,Sweet potato,0.1
Aldicarb,Meat (from mammals other than marine mammals),0.01
Aldicarb,Grapes,0.2
Aldicarb,Citrus fruits (group),0.2
Aldicarb,"Spices, roots and rhizomes",0.02
Aldicarb,Peanut,0.02
Aldicarb,Sunflower seed,0.05
Aldicarb,"Sorghum straw and fodder, dry",0.5
Aldicarb,Sorghum grain,0.1
Aldicarb,Soya bean (dry),0.02
Aldicarb,Maize fodder (dry),0.5
Aldicarb,"Cotton seed oil, edible",0.01
Aldicarb,Sugar beet,0.05
Aldicarb,Coffee beans,0.1
Aldicarb,Milks,0.01
Aldicarb,Bean (dry),0.1
Aldicarb,Wheat,0.02
Aldicarb,"Barley, hay and/or straw",0.05
Aldicarb,"Wheat, hay and/or straw",0.05
Aldicarb,"Onion, bulb",0.1
Aldicarb,Cotton seed,0.1
Aldicarb,"Spices, fruits and berries",0.07
Aldicarb,Brussels sprouts,0.1
Aldicarb,Barley,0.02
Aldicarb,Pecan,1.0
Cypermethrins (including alpha- and zeta- cypermethrin),Bulb onions (subgroup),0.05
Cypermethrins (including alpha- and zeta- cypermethrin),Cardamom,3.0
Cypermethrins (including alpha- and zeta- cypermethrin),Durian,1.0
Cypermethrins (including alpha- and zeta- cypermethrin),Ginseng,0.03
Cypermethrins (including alpha- and zeta- cypermethrin),Legume vegetables (group),0.7
Cypermethrins (including alpha- and zeta- cypermethrin),Longan,1.0
Cypermethrins (including alpha- and zeta- cypermethrin),"Wheat bran, unprocessed",5.0
Cypermethrins (including alpha- and zeta- cypermethrin),Eggplant,0.03
Cypermethrins (including alpha- and zeta- cypermethrin),"Spices, roots and rhizomes",0.2
Cypermethrins (including alpha- and zeta- cypermethrin),Asparagus,0.4
Cypermethrins (including alpha- and zeta- cypermethrin),Barley,2.0
Cypermethrins (including alpha- and zeta- cypermethrin),Tomato,0.2
Cypermethrins (including alpha- and zeta- cypermethrin),"Pea, hay and/or straw",2.0
Cypermethrins (including alpha- and zeta- cypermethrin),Eggs,0.01
Cypermethrins (including alpha- and zeta- cypermethrin),"Grape, dried (= Currants, Raisins and Sultanas)",0.5
Cypermethrins (including alpha- and zeta- cypermethrin),Poultry meat,0.1
Cypermethrins (including alpha- and zeta- cypermethrin),Rye,2.0
Cypermethrins (including alpha- and zeta- cypermethrin),Wheat,2.0
Cypermethrins (including alpha- and zeta- cypermethrin),Grapes,0.2
Cypermethrins (including alpha- and zeta- cypermethrin),Straw and hay of cereal grains (excluding pseudocereals) (subgroup),10.0
Cypermethrins (including alpha- and zeta- cypermethrin),Peppers chili,2.0
Cypermethrins (including alpha- and zeta- cypermethrin),Table olives,0.05
Cypermethrins (including alpha- and zeta- cypermethrin),"Pummelo and grapefruits (including Shaddock-like hybrids, among others Grapefruit) (subgroup)",0.5
Cypermethrins (including alpha- and zeta- cypermethrin),Papaya,0.5
Cypermethrins (including alpha- and zeta- cypermethrin),Cereal grains (group),0.3
Cypermethrins (including alpha- and zeta- cypermethrin),Brassica vegetables (except Brassica leafy vegetables) (group),1.0
Cypermethrins (including alpha- and zeta- cypermethrin),"Tea, green, black (black, fermented and dried)",15.0
Cypermethrins (including alpha- and zeta- cypermethrin),Root and tuber vegetables (group),0.01
Cypermethrins (including alpha- and zeta- cypermethrin),"Peppers, sweet (including pimento or pimiento)",0.1
Cypermethrins (including alpha- and zeta- cypermethrin),Strawberry,0.07
Cypermethrins (including alpha- and zeta- cypermethrin),Oilseeds and oilfruits (group),0.1
Cypermethrins (including alpha- and zeta- cypermethrin),"Olive oil, virgin",0.5
Cypermethrins (including alpha- and zeta- cypermethrin),"Bean, hay and/or straw",2.0
Cypermethrins (including alpha- and zeta- cypermethrin),"Fruiting vegetables, cucurbits (group)",0.07
Cypermethrins (including alpha- and zeta- cypermethrin),"Poultry, edible offal of",0.05
Cypermethrins (including alpha- and zeta- cypermethrin),Pome fruits (group),0.7
Cypermethrins (including alpha- and zeta- cypermethrin),"Ginseng, extracts",0.06
Cypermethrins (including alpha- and zeta- cypermethrin),Citrus fruits (group),0.3
Cypermethrins (including alpha- and zeta- cypermethrin),Edible offal (mammalian),0.05
Cypermethrins (including alpha- and zeta- cypermethrin),Sugar beet,0.1
Cypermethrins (including alpha- and zeta- cypermethrin),Oats,2.0
Cypermethrins (including alpha- and zeta- cypermethrin),Leafy vegetables (group),0.7
Cypermethrins (including alpha- and zeta- cypermethrin),"Alfalfa, hay and/or straw",30.0
Cypermethrins (including alpha- and zeta- cypermethrin),Tree nuts (group),0.05
Cypermethrins (including alpha- and zeta- cypermethrin),Bush berries (subgroup),1.5
Cypermethrins (including alpha- and zeta- cypermethrin),Sweet corn (corn-on-the-cob),0.05
Cypermethrins (including alpha- and zeta- cypermethrin),"Peppers chili, dried",10.0
Cypermethrins (including alpha- and zeta- cypermethrin),"Olive oil, refined",0.5
Cypermethrins (including alpha- and zeta- cypermethrin),Stone fruits (group),2.0
Cypermethrins (including alpha- and zeta- cypermethrin),Carambola,0.2
Cypermethrins (including alpha- and zeta- cypermethrin),Pulses (group),0.05
Cypermethrins (including alpha- and zeta- cypermethrin),Rice,2.0
Cypermethrins (including alpha- and zeta- cypermethrin),"Artichoke, globe",0.1
Cypermethrins (including alpha- and zeta- cypermethrin),"Spices, fruits and berries",0.5
Cypermethrins (including alpha- and zeta- cypermethrin),Meat (from mammals other than marine mammals),2.0
Cypermethrins (including alpha- and zeta- cypermethrin),Okra,0.5
Cypermethrins (including alpha- and zeta- cypermethrin),Avocado,0.5
Cypermethrins (including alpha- and zeta- cypermethrin),Sugar cane,0.2
Cypermethrins (including alpha- and zeta- cypermethrin),Mango,0.7
Cypermethrins (including alpha- and zeta- cypermethrin),Poultry fats,0.1
Cypermethrins (including alpha- and zeta- cypermethrin),"Ginseng, dried including red ginseng",0.15
Cypermethrins (including alpha- and zeta- cypermethrin),Leek,0.05
Cypermethrins (including alpha- and zeta- cypermethrin),Milk fats,0.5
Cypermethrins (including alpha- and zeta- cypermethrin),Litchi,2.0
Cypermethrins (including alpha- and zeta- cypermethrin),Milks,0.05
Cypermethrins (including alpha- and zeta- cypermethrin),Coffee beans,0.05
Fenvalerate,"Spices, fruits and berries",0.03
Fenvalerate,Milks,0.1
Fenvalerate,Edible offal (mammalian),0.02
Fenvalerate,"Broccoli, Chinese",3.0
Fenvalerate,Meat (from mammals other than marine mammals),1.0
Fenvalerate,Mango,1.5
Fenvalerate,"Spices, roots and rhizomes",0.05
Permethrin,"Hops, dry",50.0
Permethrin,Maize fodder (dry),100.0
Permethrin,Meat (from mammals other than marine mammals),1.0
Permethrin,Citrus fruits (group),0.5
Permethrin,Eggplant,1.0
Permethrin,Sugar beet,0.05
Permethrin,"Wheat bran, unprocessed",5.0
Permethrin,"Currants, black, red, white",2.0
Permethrin,Melons (except watermelon),0.1
Permethrin,Carrot,0.1
Permethrin,"Cabbages, head",5.0
Permethrin,"Soya bean, hay and/or straw",50.0
Permethrin,Strawberry,1.0
Permethrin,Wheat flour,0.5
Permethrin,Cauliflower,0.5
Permethrin,Sunflower seed,1.0
Permethrin,Kohlrabi,0.1
Permethrin,"Peppers chili, dried",10.0
Permethrin,"Squash, summer",0.5
Permethrin,Peppers (subgroup),1.0
Permethrin,Cucumber,0.5
Permethrin,Asparagus,1.0
Permethrin,"Raspberries, red, black",1.0
Permethrin,Pistachio nuts,0.05
Permethrin,Pome fruits (group),2.0
Permethrin,Spring onion,0.5
Permethrin,"Cabbage, Savoy",5.0
Permethrin,Chinese cabbage (type pe-tsai),5.0
Permethrin,Dewberries (including boysenberry and loganberry),1.0
Permethrin,Poultry meat,0.1
Permethrin,Grapes,2.0
Permethrin,Milks,
Permethrin,Leek,0.5
Permethrin,Stone fruits (group),2.0
Permethrin,Potato,0.05
Permethrin,Cereal grains (group),2.0
Permethrin,Wheat wholemeal,2.0
Permethrin,Cotton seed,0.5
Permethrin,"Radish, Japanese",0.1
Permethrin,Spices,0.05
Permethrin,Table olives,1.0
Permethrin,Bean (dry),0.1
Permethrin,Peanut,0.1
Permethrin,Common bean (pods and/or immature seeds),1.0
Permethrin,Celery,2.0
Permethrin,Gherkin,0.5
Permethrin,Gooseberry,2.0
Permethrin,Sweet corn fodder,50.0
Permethrin,"Peas, shelled (succulent seeds)",0.1
Permethrin,"Sunflower seed oil, edible",1.0
Permethrin,Eggs,0.1
Permethrin,Spinach,2.0
Permethrin,Brussels sprouts,1.0
Permethrin,Winter squash,0.5
Permethrin,Edible offal (mammalian),0.1
Permethrin,Tomato,1.0
Permethrin,Blackberries,1.0
Permethrin,"Cotton seed oil, edible",0.1
Permethrin,Mushrooms,0.1
Permethrin,"Alfalfa, hay and/or straw",100.0
Permethrin,"Kale (including among others: Collards,curly,Scotch,thousand-headed; not including Marrow-stem kale)",5.0
Permethrin,"Soya bean oil, crude",0.1
Permethrin,Coffee beans,0.05
Permethrin,"Tea, green, black (black, fermented and dried)",20.0
Permethrin,Almonds,0.1
Permethrin,Wheat germ,2.0
Permethrin,Broccoli,2.0
Permethrin,Kiwifruit,2.0
Permethrin,Rape seed,0.05
Permethrin,"Sorghum straw and fodder, dry",20.0
Permethrin,"Sunflower seed oil, crude",1.0
Permethrin,Horseradish,0.5
Permethrin,Sweet corn (corn-on-the-cob),0.1
Permethrin,Soya bean (dry),0.05
Permethrin,"Lettuce, head",2.0
Amitraz,"Oranges, sweet, sour (including Orange-like hybrids) (subgroup)",0.5
Amitraz,Cattle meat,0.05
Amitraz,Cherries (subgroup),0.5
Amitraz,Pig meat,0.05
Amitraz,Peach,0.5
Amitraz,Pome fruits (group),0.5
Amitraz,Cotton seed,0.5
Amitraz,Sheep meat,0.1
Amitraz,"Cotton seed oil, crude",0.05
Amitraz,Milks,0.01
Amitraz,"Edible offal of cattle, pigs & sheep",0.2
Amitraz,Cucumber,0.5
Amitraz,Tomato,0.5
Oxamyl,"Squash, summer",0.04
Oxamyl,"Peppers chili, dried",0.01
Oxamyl,Cherry tomato,0.01
Oxamyl,Meat (from mammals other than marine mammals),0.01
Oxamyl,Tomato,0.01
Oxamyl,Eggplants (subgroup),0.01
Oxamyl,Milks,0.01
Oxamyl,Melons (except watermelon),0.01
Oxamyl,Sugar beet,0.01
Oxamyl,Carrot,0.01
Oxamyl,Edible offal (mammalian),0.01
Oxamyl,Brussels sprouts,0.01
Oxamyl,Cucumber,0.02
Oxamyl,Watermelon,0.01
Oxamyl,Parsnip,0.01
Oxamyl,Peppers (subgroup),0.01
Oxamyl,Mammalian fats (except milk fats),0.01
Oxamyl,Clams,
Oxamyl,Potato,0.01
Phenthoate,"Spices, seeds",7.0
Azocyclotin,"Currants, black, red, white",0.1
Azocyclotin,Pear,0.2
Azocyclotin,Grapes,0.3
Azocyclotin,"Oranges, sweet, sour (including Orange-like hybrids) (subgroup)",0.2
Azocyclotin,Apple,0.2
Diflubenzuron,"Peppers, sweet (including pimento or pimiento)",0.7
Diflubenzuron,Citrus fruits (group),0.5
Diflubenzuron,Plums (including fresh prunes) (subgroup),0.5
Diflubenzuron,Poultry meat,0.05
Diflubenzuron,Nectarine,0.5
Diflubenzuron,Hay and/or straw of grasses for animal feed (subgroup),3.0
Diflubenzuron,Tree nuts (group),0.2
Diflubenzuron,Meat (from mammals other than marine mammals),0.1
Diflubenzuron,Wheat,0.05
Diflubenzuron,Rice,0.01
Diflubenzuron,Eggs,0.05
Diflubenzuron,Mushrooms,0.3
Diflubenzuron,Peanut fodder,40.0
Diflubenzuron,Mustard greens,10.0
Diflubenzuron,Peanut,0.1
Diflubenzuron,Peppers chili,3.0
Diflubenzuron,Oats,0.05
Diflubenzuron,Milks,0.02
Diflubenzuron,"Rice, hay and/or straw",0.7
Diflubenzuron,"Peppers chili, dried",20.0
Diflubenzuron,Edible offal (mammalian),0.1
Diflubenzuron,"Tea, green, black (black, fermented and dried)",40.0
Diflubenzuron,Triticale,0.05
Diflubenzuron,Pome fruits (group),5.0
Diflubenzuron,Peach,0.5
Diflubenzuron,Straw and hay of cereal grains (excluding pseudocereals) (subgroup),1.5
Diflubenzuron,Barley,0.05
Methiocarb,"Pea, hay and/or straw",0.5
Methiocarb,Rape seed,0.05
Methiocarb,Wheat,0.05
Methiocarb,Brussels sprouts,0.05
Methiocarb,Leek,0.5
